58	38.9177427	-77.5160495	720	1172	1150	1592	1.597222222	1.358361775
63	38.967066	-76.999233	500	1500	844	1469	1.688	0.979333333
67	38.9236616	-77.056311	580	1236	1668	6208	2.875862069	5.022653722
72	38.8542616	-76.9335636	635	1099	1398	1398	2.201574803	1.272065514
73	38.9049973	-77.0289735	425	875	1649	2349	3.88	2.684571429
76	38.957669	-77.422197	1009	1209	1099	1725	1.089197225	1.426799007
77	39.080372	-77.068626	700	1124	1315	2078	1.878571429	1.848754448
78	38.8715126	-76.9775498	650	900	1050	1050	1.615384615	1.166666667
85	38.862078	-76.969754	750	1200	1135	1135	1.513333333	0.945833333
87	38.8774721	-77.3044006	1400	2400	2195	2395	1.567857143	0.997916667
88	38.8362094	-76.9557392	770	770	1100	1100	1.428571429	1.428571429
93	38.9211961	-77.0372856	351	1223	1395	2950	3.974358974	2.41210139
95	38.9047057	-76.9729315	728	1045	1095	1245	1.504120879	1.19138756
97	38.862577	-77.8445842	1931	2072	1775	1825	0.919212843	0.880791506
98	39.4531011	-77.9631388	500	500	706	706	1.412	1.412
99	38.980277	-77.007054	687	798	1075	1325	1.564774381	1.660401003
102	38.9530205	-76.8693872	500	1320	953	1865	1.906	1.412878788
103	39.0168078	-76.9747539	665	1465	1370	2140	2.060150376	1.460750853
106	38.9333907	-77.0243407	630	850	1106	1316	1.755555556	1.548235294
107	38.8379538	-77.1160894	425	1350	689	1653	1.621176471	1.224444444
109	38.3103425	-77.5043005	893	1342	1135	1499	1.270996641	1.116989568
110	38.9088622	-77.0350472	520	1290	2250	4350	4.326923077	3.372093023
111	38.9162636	-77.514831	870	1390	1599	1599	1.837931034	1.150359712
112	38.912819	-77.039258	249	900	1350	1750	5.421686747	1.944444444
113	38.8112554	-77.0542557	975	1185	2200	3750	2.256410256	3.164556962
114	38.9085266	-77.0381075	300	740	1995	3800	6.65	5.135135135
118	38.8659039	-77.0789361	760	1261	1722	2209	2.265789474	1.751784298
122	38.868205	-77.270636	662	1578	1350	3269	2.039274924	2.071609632
123	38.5800136	-77.3150208	918	1176	1395	1690	1.519607843	1.43707483
124	38.9640775	-77.1062059	501	5225	1490	5320	2.974051896	1.018181818
125	38.8370745	-77.1100727	880	1545	1402	19075	1.593181818	12.34627832
127	39.1485061	-77.2057185	450	975	1135	1475	2.522222222	1.512820513
130	38.7594424	-77.4342158	610	1012	1180	1290	1.93442623	1.274703557
134	38.8525914	-77.1185841	725	1600	1415	2815	1.951724138	1.759375
135	38.2680229	-76.4645696	728	1185	888	1390	1.21978022	1.172995781
136	38.902245	-77.0144566	628	964	1430	1920	2.277070064	1.991701245
137	39.058842	-76.842866	718	1405	1263	1995	1.759052925	1.419928826
138	38.9631647	-77.0339366	429	814	1090	1398	2.540792541	1.717444717
143	38.8848742	-77.0943126	547	1456	1907	3189	3.486288848	2.190247253
144	38.9405645	-77.0610359	355	1010	3023	3507	8.515492958	3.472277228
146	39.0003787	-77.0066195	950	950	1245	1245	1.310526316	1.310526316
147	39.1412097	-77.1961238	700	1680	1205	1636	1.721428571	0.973809524
148	39.431436	-77.402135	719	1128	1474	2015	2.050069541	1.786347518
149	38.8035174	-77.5950776	826	1528	1610	2340	1.949152542	1.531413613
150	38.843323	-77.066845	444	1100	1235	2490	2.781531532	2.263636364
151	38.872526	-77.161309	608	1636	1018	3525	1.674342105	2.154645477
153	39.072512	-76.851343	750	1335	1222	2005	1.629333333	1.501872659
155	38.2685954	-76.4454153	925	1008	1549	2619	1.674594595	2.598214286
158	38.9000962	-77.0520184	410	1150	1675	3833	4.085365854	3.333043478
160	38.9833074	-77.0050537	714	1252	1135	1800	1.589635854	1.437699681
162	38.9379046	-77.0248682	462	907	1720	2549	3.722943723	2.810363837
164	38.8284566	-76.9964718	628	1012	905	1395	1.441082803	1.378458498
166	39.101352	-77.553917	486	1010	1298	2425	2.670781893	2.400990099
167	38.8281995	-77.0197401	950	1205	2286	2386	2.406315789	1.980082988
169	38.6450321	-76.896122	766	1066	1180	1545	1.540469974	1.44934334
170	38.4621307	-77.4983704	632	962	899	1150	1.422468354	1.195426195
171	38.4652414	-77.446956	1450	1450	1214	1636	0.837241379	1.128275862
173	39.1258007	-77.2060714	780	1220	1230	1840	1.576923077	1.508196721
174	38.653499	-77.279615	447	1218	1555	3179	3.478747204	2.61001642
175	39.0274845	-77.1019324	578	1213	1400	2645	2.422145329	2.180544106
176	38.895673	-77.123391	700	1000	1250	1550	1.785714286	1.55
177	38.985394	-76.97813	478	929	950	9450	1.987447699	10.1722282
178	38.904595	-77.018005	576	1264	1887	5288	3.276041667	4.183544304
179	39.4209576	-77.4339832	762	1150	1070	1565	1.404199475	1.360869565
181	39.045416	-76.980388	820	1258	1285	2045	1.567073171	1.625596184
187	38.999092	-76.996687	488	629	1100	1300	2.254098361	2.066772655
190	38.8486718	-77.0845188	466	1050	757	1635	1.624463519	1.557142857
193	39.4270031	-77.9203422	1896	1896	1130	1130	0.595991561	0.595991561
195	38.896236	-77.092445	800	800	1780	2095	2.225	2.61875
197	38.9992596	-77.0406115	650	1040	1235	2170	1.9	2.086538462
198	38.9256708	-77.0570081	480	1100	1765	2615	3.677083333	2.377272727
199	38.8676774	-77.4448366	564	1132	1201	1445	2.129432624	1.276501767
201	38.592547	-77.296733	659	1295	1350	1495	2.048558422	1.154440154
202	38.86306	-76.893608	670	1060	1090	1970	1.626865672	1.858490566
203	38.3568591	-77.5111378	674	926	1069	1560	1.586053412	1.684665227
204	38.9571822	-76.9427557	600	730	995	1200	1.658333333	1.643835616
205	38.8468292	-77.1168591	669	1106	1419	1780	2.121076233	1.609403255
206	38.8520831	-77.1293387	500	1100	1495	1495	2.99	1.359090909
207	38.8206693	-76.9894934	594	1323	1050	1610	1.767676768	1.216931217
208	38.918587	-77.036034	495	1641	1597	5358	3.226262626	3.265082267
209	38.9635559	-77.0353812	548	937	1469	1469	2.680656934	1.567769477
210	38.899735	-77.032936	484	1557	1615	5700	3.33677686	3.66088632
211	38.9194423	-77.0305395	483	1363	2020	5905	4.182194617	4.332355099
213	38.794368	-77.139711	792	1389	1648	2498	2.080808081	1.798416127
216	38.8740253	-76.7954975	540	540	1491	1491	2.761111111	2.761111111
220	39.15493	-77.169528	771	1138	1250	1250	1.621271077	1.098418278
221	38.994584	-77.078178	750	1000	1595	1595	2.126666667	1.595
222	38.917472	-77.0355475	266	774	1255	1855	4.718045113	2.396640827
223	38.949041	-76.741991	770	1410	1665	2888	2.162337662	2.04822695
224	39.1595464	-78.1782764	1045	1284	895	1200	0.85645933	0.934579439
226	38.8753321	-77.112752	700	800	1275	1600	1.821428571	2
228	38.8412037	-77.0635723	575	1172	1103	4576	1.91826087	3.90443686
229	38.9937906	-77.4852548	735	1630	1365	4805	1.857142857	2.947852761
231	38.274011	-77.533278	1093	1734	1185	2022	1.084172004	1.166089965
232	38.9834814	-76.9869376	450	1278	1159	1828	2.575555556	1.430359937
235	38.906615	-77.0300757	350	702	1795	2395	5.128571429	3.411680912
236	38.9166	-77.027766	710	710	2585	2585	3.64084507	3.64084507
240	38.996859	-77.058966	485	1010	1250	2095	2.577319588	2.074257426
241	38.248791	-76.488246	721	927	1012	1150	1.403606103	1.240560949
242	39.0889385	-76.8640569	564	1115	1105	2593	1.959219858	2.325560538
243	38.910005	-78.172737	872	1101	900	1070	1.032110092	0.971843778
247	38.847312	-76.976116	800	1000	1232	1680	1.54	1.68
248	38.8596893	-77.329589	700	1350	1557	2571	2.224285714	1.904444444
251	38.9069865	-77.0076476	374	1060	1770	3560	4.732620321	3.358490566
252	38.920473	-77.070731	461	864	1705	3890	3.698481562	4.502314815
253	38.8299602	-76.9120742	759	1267	1595	2473	2.101449275	1.951854775
254	38.2208863	-77.4959132	706	1459	1235	2275	1.749291785	1.559287183
261	38.8667778	-77.3043204	708	1220	1335	2550	1.88559322	2.090163934
262	38.933422	-77.040347	360	490	1450	1700	4.027777778	3.469387755
263	38.9244511	-77.2191695	590	1481	1830	4572	3.101694915	3.087103309
264	38.958594	-77.00178	414	1197	1540	2655	3.719806763	2.218045113
267	39.0598676	-77.1250069	557	1473	1469	4079	2.637342908	2.769178547
268	38.94683	-77.411013	585	1076	1368	2011	2.338461538	1.868959108
270	38.958464	-76.8797781	520	1170	1065	1845	2.048076923	1.576923077
271	38.8475045	-76.9492763	513	996	1025	1650	1.998050682	1.656626506
272	38.9975234	-76.9320173	650	1200	800	850	1.230769231	0.708333333
273	38.990586	-77.031548	421	1985	1304	5170	3.097387173	2.604534005
275	38.8632438	-77.076467	546	1584	1321	3759	2.419413919	2.373106061
276	38.888667	-76.938833	728	850	975	1215	1.339285714	1.429411765
279	38.778109	-77.4942344	399	916	3000	5600	7.518796992	6.113537118
280	38.9501522	-76.7156756	713	1216	1597	2562	2.239831697	2.106907895
281	39.1128215	-77.1837817	534	1422	1350	2940	2.528089888	2.067510549
282	38.804924	-76.948584	679	1528	1175	2198	1.730486009	1.438481675
287	39.3942209	-78.0126025	1360	1360	1000	1000	0.735294118	0.735294118
288	38.4131826	-77.4102509	806	1496	1399	2023	1.73573201	1.352272727
289	38.8039487	-77.1585312	690	890	1270	1550	1.84057971	1.741573034
290	38.9371978	-77.0359861	497	1050	1525	3205	3.068410463	3.052380952
291	39.1077595	-76.8516301	655	1300	1335	1680	2.038167939	1.292307692
293	38.8254248	-77.0018844	300	715	825	1105	2.75	1.545454545
294	38.205239	-77.5925453	847	1239	1090	1425	1.286894923	1.150121065
296	38.2836765	-76.4981782	1145	1455	1285	1585	1.122270742	1.089347079
297	38.9568993	-77.4176539	534	2395	1466	3265	2.745318352	1.363256785
298	38.9377126	-77.0359988	413	814	1223	1790	2.96125908	2.199017199
299	38.855927	-77.0501242	568	1590	1920	5935	3.38028169	3.732704403
300	38.9489236	-76.9669054	579	1016	925	1486	1.597582038	1.462598425
301	38.8262734	-77.0132479	500	870	900	1541	1.8	1.771264368
303	38.821762	-77.062745	625	965	1430	2000	2.288	2.07253886
304	38.9858897	-77.0967307	455	1380	1882	4266	4.136263736	3.091304348
305	38.961505	-77.0315889	385	420	956	956	2.483116883	2.276190476
306	39.0246758	-77.0696611	450	1075	1450	2050	3.222222222	1.906976744
308	38.981665	-77.02174	675	775	1423	1694	2.108148148	2.185806452
310	38.884282	-77.1084653	707	1158	1550	2610	2.192362093	2.25388601
311	39.6155645	-77.7296865	940	1040	820	1048	0.872340426	1.007692308
312	38.8530867	-76.9594455	598	1008	1114	1775	1.862876254	1.760912698
314	39.608496	-77.798646	1364	1364	850	900	0.623167155	0.659824047
315	38.2823271	-77.4871165	810	1000	879	1260	1.085185185	1.26
317	38.8340595	-77.0625475	650	984	1385	3817	2.130769231	3.879065041
318	38.8798369	-77.1776311	654	1294	1740	4635	2.660550459	3.581916538
321	38.992251	-77.028664	526	1500	1659	2582	3.153992395	1.721333333
323	38.8894244	-77.0804804	536	2580	1695	4770	3.162313433	1.848837209
324	39.4878612	-77.9480428	615	780	605	622	0.983739837	0.797435897
326	38.2432065	-77.5254388	585	1026	963	1724	1.646153846	1.680311891
327	38.2630601	-77.5370655	709	1196	1070	2245	1.509167842	1.877090301
328	38.861515	-77.0876247	569	1470	1695	3000	2.978910369	2.040816327
329	38.7317705	-77.4729813	670	1524	1287	4338	1.920895522	2.846456693
330	38.8723016	-77.0163222	391	1677	1375	3555	3.516624041	2.119856887
332	38.7920269	-77.5240937	842	1411	1370	2854	1.627078385	2.022678951
334	38.950016	-76.966715	499	1400	1236	1334	2.476953908	0.952857143
335	38.877832	-77.015608	500	1152	1475	2510	2.95	2.178819444
336	39.1385568	-78.1770677	980	980	775	775	0.790816327	0.790816327
338	38.8738419	-76.9725137	602	963	1172	1172	1.946843854	1.217030114
340	38.994611	-77.417579	698	1556	1378	2990	1.974212034	1.92159383
341	39.081082	-76.944577	748	1138	1315	1975	1.75802139	1.735500879
342	38.9876996	-77.0275732	532	1540	1117	1844	2.09962406	1.197402597
343	38.9028521	-77.0024807	648	1318	1713	3563	2.643518519	2.703338392
345	38.880608	-77.177905	839	1800	1970	5084	2.348033373	2.824444444
347	39.009997	-76.976811	450	1082	967	2735	2.148888889	2.527726433
348	38.2476041	-76.4843845	637	999	697	1039	1.094191523	1.04004004
350	38.9165459	-77.4205155	652	1410	1539	3640	2.360429448	2.581560284
351	38.8417237	-77.2680936	400	1228	1025	1975	2.5625	1.608306189
352	38.877832	-77.1113638	516	1264	1688	5118	3.271317829	4.049050633
354	38.961841	-76.945986	600	915	1150	1550	1.916666667	1.693989071
356	38.7803741	-77.5212901	727	1114	1290	1650	1.774415406	1.481149013
357	38.71326	-76.534634	680	1060	1330	1560	1.955882353	1.471698113
359	38.316457	-77.497087	515	1164	920	1478	1.786407767	1.26975945
360	38.9375051	-77.1782085	578	1736	1600	10577	2.76816609	6.092741935
361	38.8801987	-76.9307038	512	817	524	893	1.0234375	1.093023256
362	39.0239034	-77.5074378	869	1405	1524	2185	1.753739931	1.555160142
363	39.1139529	-77.5727097	860	1390	1175	1175	1.36627907	0.845323741
365	38.808063	-77.133454	722	1190	1300	1920	1.800554017	1.613445378
366	38.9628684	-77.0886482	923	1590	1909	2989	2.068255688	1.879874214
367	38.9695877	-77.0329907	600	1250	1425	2199	2.375	1.7592
368	39.1685099	-78.1319248	750	750	635	850	0.846666667	1.133333333
369	39.107307	-76.847741	600	1044	950	1420	1.583333333	1.360153257
370	38.925153	-77.031998	505	834	1749	5051	3.463366337	6.056354916
371	39.4291465	-77.4148314	779	1210	1195	1900	1.534017972	1.570247934
372	38.709968	-77.223194	649	2619	1510	4055	2.326656394	1.548300878
374	38.8375098	-77.1048156	677	1553	1810	3310	2.673559823	2.131358661
375	39.080325	-77.064428	733	1124	1151	1593	1.570259209	1.417259786
380	38.850835	-77.351208	692	1415	1425	5126	2.059248555	3.622614841
381	38.8321538	-77.0595379	564	1300	786	8699	1.393617021	6.691538462
385	38.9371438	-77.3608427	775	775	1173	1217	1.513548387	1.570322581
388	38.710683	-77.237922	574	1443	1630	2120	2.839721254	1.469161469
390	38.8160714	-76.9947693	697	1563	1059	1620	1.519368723	1.03646833
391	38.8930107	-77.019323	440	1333	1947	5832	4.425	4.375093773
396	38.2265486	-77.4569404	1156	1440	1057	1325	0.914359862	0.920138889
398	38.9004552	-77.0184998	510	1329	1770	4935	3.470588235	3.713318284
400	38.953257	-76.953943	600	830	995	1300	1.658333333	1.56626506
401	38.5937573	-77.2980149	760	1072	1326	2660	1.744736842	2.481343284
402	39.0612036	-77.4784815	720	1168	1399	1968	1.943055556	1.684931507
403	38.9328092	-76.995187	455	1205	1558	5989	3.424175824	4.970124481
404	38.893776	-77.002233	600	600	2095	2095	3.491666667	3.491666667
405	38.7826823	-77.1199697	690	1092	1505	1977	2.18115942	1.81043956
406	38.763046	-77.153764	564	803	1249	1499	2.214539007	1.866749689
408	38.9255883	-77.0555808	622	2273	2570	29572	4.131832797	13.01011879
411	38.950328	-76.928168	690	1600	1300	1840	1.884057971	1.15
414	39.4135252	-77.4433842	732	1140	954	1350	1.303278689	1.184210526
415	39.3952056	-77.442494	791	1429	1245	4186	1.573957016	2.929321204
417	38.9393182	-77.0372803	450	1000	1175	1475	2.611111111	1.475
418	38.9028372	-77.0117017	469	1025	1741	2550	3.712153518	2.487804878
423	38.9155215	-77.2153192	800	1200	1655	2195	2.06875	1.829166667
425	38.8719593	-77.230299	489	1330	1754	3695	3.586912065	2.778195489
427	38.8378672	-77.0550412	633	1235	1780	2350	2.812006319	1.902834008
428	38.924254	-77.041842	350	1061	1495	2495	4.271428571	2.351555137
429	38.8608807	-77.3736507	699	1092	1625	1880	2.324749642	1.721611722
430	38.8815185	-77.1082635	580	1840	1785	4630	3.077586207	2.516304348
431	38.899295	-77.078949	600	1100	1650	3095	2.75	2.813636364
433	38.9910172	-77.0041871	445	1145	875	1500	1.966292135	1.310043668
435	38.908759	-77.003055	481	1224	1627	4256	3.382536383	3.477124183
436	38.6022637	-76.9076783	700	985	1351	1376	1.93	1.396954315
438	39.0763357	-76.9410196	524	1149	1240	1910	2.366412214	1.662315057
443	38.980674	-77.34546	797	1167	1524	5947	1.91217064	5.095972579
444	38.9679062	-77.0345036	400	1500	1371	1371	3.4275	0.914
445	38.9984258	-77.4003226	620	1000	2540	3120	4.096774194	3.12
446	38.83118	-76.993218	675	878	1085	1275	1.607407407	1.452164009
448	38.8819	-77.23015	527	1452	1659	3736	3.14800759	2.573002755
451	39.1372789	-77.2049725	431	1214	1100	1640	2.552204176	1.350906096
452	39.115658	-77.205121	524	1443	1456	3276	2.778625954	2.27027027
457	38.9227502	-77.0411721	280	1040	1300	2954	4.642857143	2.840384615
459	38.907421	-77.049332	391	1491	2400	6545	6.138107417	4.389671362
461	38.5917676	-77.3105213	949	1190	1405	1949	1.480505796	1.637815126
464	38.798909	-77.444989	767	1360	1200	1463	1.564537158	1.075735294
466	38.8006911	-77.1615478	557	1490	1557	7918	2.795332136	5.31409396
472	38.6749725	-77.2798979	517	540	1292	1292	2.499032882	2.392592593
473	38.909852	-77.040551	380	900	1495	4600	3.934210526	5.111111111
475	38.861271	-76.988957	730	940	1253	1344	1.716438356	1.429787234
476	39.081623	-76.8876697	600	1420	1430	2480	2.383333333	1.746478873
477	39.091135	-77.545643	755	1330	1587	2246	2.101986755	1.688721805
479	38.881845	-77.107141	400	1375	1695	4320	4.2375	3.141818182
480	38.8812877	-77.0852382	629	1440	1952	3068	3.103338633	2.130555556
481	38.8717978	-77.1108036	470	1408	1645	3830	3.5	2.720170455
484	39.3978987	-78.0096473	1188	1324	825	895	0.694444444	0.675981873
485	39.0786675	-76.9302077	749	1138	1315	1890	1.755674232	1.660808436
486	38.98149	-77.097941	685	1418	2199	10000	3.210218978	7.052186178
487	38.8565528	-77.0543296	507	1555	1499	2895	2.956607495	1.861736334
488	39.5129514	-77.6472143	704	1034	549	718	0.779829545	0.694390716
489	38.827166	-77.129457	500	940	1010	2657	2.02	2.826595745
490	38.863315	-77.048783	541	1596	2000	4385	3.696857671	2.747493734
491	38.950044	-77.066453	545	996	2010	4280	3.688073394	4.297188755
493	38.8851779	-77.1083692	1060	1340	2295	2395	2.16509434	1.787313433
494	38.881396	-77.102638	750	800	1850	1850	2.466666667	2.3125
496	38.535062	-77.3220032	600	900	825	825	1.375	0.916666667
498	38.283084	-77.557437	804	1400	1189	1779	1.478855721	1.270714286
499	38.9814325	-77.0086888	500	950	900	1489	1.8	1.567368421
501	38.9363379	-76.9617093	285	780	625	1995	2.192982456	2.557692308
502	38.9530492	-77.0165791	600	630	1390	1390	2.316666667	2.206349206
504	39.5330003	-77.9252158	826	1076	835	885	1.010895884	0.822490706
505	39.4606505	-77.9332773	560	780	514	544	0.917857143	0.697435897
507	38.9049456	-76.9493749	700	1040	956	1655	1.365714286	1.591346154
508	39.0806118	-76.8512894	396	1196	955	1745	2.411616162	1.4590301
510	39.0248695	-77.0172207	529	725	1176	1176	2.223062382	1.622068966
511	38.9159003	-77.0058716	509	1250	1066	1557	2.094302554	1.2456
512	38.804113	-76.987239	420	1110	972	1804	2.314285714	1.625225225
515	38.827461	-76.994861	388	927	965	1308	2.487113402	1.411003236
516	38.85775	-77.053464	531	1221	1796	10039	3.382297552	8.221949222
517	38.9317155	-77.0729929	330	700	1295	1899	3.924242424	2.712857143
518	38.883881	-76.951363	354	731	879	1129	2.483050847	1.544459644
523	38.9263052	-76.891292	700	1339	980	1385	1.4	1.034353996
526	39.001869	-77.00794	750	1000	1100	1300	1.466666667	1.3
528	39.078808	-76.936857	747	1020	1275	1744	1.706827309	1.709803922
529	39.0262219	-77.1023371	658	1891	1620	2665	2.462006079	1.409307245
530	38.955557	-77.02303	550	950	980	980	1.781818182	1.031578947
533	38.9425501	-77.076168	650	1000	1295	1595	1.992307692	1.595
535	38.823907	-76.760181	780	1154	1436	2585	1.841025641	2.240034662
536	39.060289	-77.121412	555	1344	1545	2485	2.783783784	1.848958333
537	38.835541	-77.002591	496	1100	823	1525	1.659274194	1.386363636
538	38.973506	-76.963487	509	1300	1240	1964	2.436149312	1.510769231
543	38.909212	-77.0225729	407	1407	1937	5568	4.759213759	3.957356077
545	38.810309	-77.138536	690	1300	1446	2734	2.095652174	2.103076923
546	38.794932	-77.520753	637	996	1015	1495	1.593406593	1.501004016
548	38.9957201	-77.034458	535	1584	1470	3060	2.747663551	1.931818182
549	38.881734	-77.085722	362	1037	1360	2115	3.756906077	2.039537126
550	38.8121791	-77.0515294	468	1248	1500	4744	3.205128205	3.801282051
551	39.028524	-77.485209	872	1101	1225	1445	1.404816514	1.312443233
552	39.1591357	-78.1800024	665	1104	875	875	1.315789474	0.792572464
554	38.9306652	-77.2408965	508	1233	1577	3723	3.104330709	3.01946472
556	38.8639961	-77.0787691	389	1340	1295	2550	3.329048843	1.902985075
558	38.936633	-76.926939	712	875	638	784	0.896067416	0.896
560	38.923464	-77.031645	500	1258	1209	1452	2.418	1.154213037
561	38.991938	-76.987826	700	865	1130	1354	1.614285714	1.565317919
563	39.0748678	-76.9962322	614	1071	773	1472	1.258957655	1.374416433
565	39.08584	-76.941981	849	1386	1189	2956	1.400471143	2.132756133
566	38.9024864	-76.9490467	558	860	1106	1106	1.982078853	1.286046512
567	39.161897	-78.189105	1082	1181	1125	1275	1.03974122	1.079593565
568	38.7873111	-77.0812807	600	986	1172	1400	1.953333333	1.419878296
570	38.8965427	-76.8417117	686	1707	1341	2627	1.954810496	1.538957235
571	38.731758	-77.795733	620	1200	899	1149	1.45	0.9575
572	38.95814	-76.95982	637	986	1267	1559	1.989010989	1.581135903
575	39.090807	-77.063319	840	1300	1290	1785	1.535714286	1.373076923
579	38.596268	-77.1570275	700	1000	1050	1200	1.5	1.2
580	39.1195415	-77.2143729	645	969	1200	1650	1.860465116	1.702786378
582	39.1014529	-77.5227805	941	1239	1343	1619	1.427205101	1.306698951
583	38.860134	-77.0951685	400	1200	1110	1930	2.775	1.608333333
585	38.958294	-77.071261	291	851	1289	2160	4.429553265	2.538190364
586	39.132612	-77.18875	650	900	945	945	1.453846154	1.05
588	38.9511052	-76.9212539	630	720	850	1330	1.349206349	1.847222222
591	38.8362567	-76.950656	455	1245	977	1593	2.147252747	1.279518072
592	38.8576913	-77.1034943	750	900	1100	1100	1.466666667	1.222222222
594	38.992317	-77.09549	508	1992	1670	2680	3.287401575	1.345381526
598	38.9109092	-77.0537027	400	990	1500	2400	3.75	2.424242424
600	38.9720483	-77.0331141	500	950	1375	1608	2.75	1.692631579
601	39.0937075	-77.2032051	663	1199	1475	2250	2.224736048	1.876563803
602	38.91229	-77.036963	722	1620	2950	3925	4.085872576	2.422839506
603	38.88169	-77.13573	542	1045	1224	1635	2.258302583	1.564593301
604	39.1525006	-77.1749616	832	1400	1353	3796	1.626201923	2.711428571
605	38.990272	-77.004596	455	1313	875	1500	1.923076923	1.142421935
606	38.941847	-77.366709	712	1050	1377	1950	1.933988764	1.857142857
610	38.8576893	-76.9703965	750	1000	950	1850	1.266666667	1.85
613	38.944181	-77.003471	500	1000	1057	1401	2.114	1.401
615	38.8875134	-77.0791203	744	1749	1995	5063	2.681451613	2.894797027
616	39.2028454	-78.157509	1100	1100	1000	1000	0.909090909	0.909090909
620	38.967163	-77.03545	600	1000	1425	2100	2.375	2.1
622	38.7135844	-77.2351631	613	921	817	917	1.33278956	0.995656895
624	38.810723	-76.958726	610	1236	1134	1722	1.859016393	1.393203883
627	38.315152	-77.4683684	575	650	874	874	1.52	1.344615385
628	38.8999865	-76.9991046	575	1123	1994	3310	3.467826087	2.947462155
631	38.9940694	-77.0155071	634	826	1295	1710	2.042586751	2.070217918
633	38.909882	-77.033572	413	1092	1835	4120	4.443099274	3.772893773
634	38.994202	-77.014641	800	1200	1400	1850	1.75	1.541666667
635	39.042155	-77.396446	740	1351	1410	2375	1.905405405	1.757957069
639	38.5459376	-76.5796701	673	1110	1040	1325	1.545319465	1.193693694
640	38.9929282	-77.5040034	639	1410	1270	3793	1.987480438	2.690070922
641	38.92157	-77.0462617	577	1068	2150	4700	3.726169844	4.400749064
642	39.072449	-76.847959	750	1335	1222	1898	1.629333333	1.421722846
644	38.8564506	-77.3658498	500	1200	1380	2580	2.76	2.15
645	38.9260495	-77.0378798	393	1280	1575	3998	4.007633588	3.1234375
647	39.10509	-76.9301234	805	1296	1349	2079	1.675776398	1.604166667
649	38.2558466	-76.4905338	850	850	885	1016	1.041176471	1.195294118
650	38.9261912	-77.0535306	600	750	1533	1533	2.555	2.044
653	39.1432215	-78.1599645	1225	1360	1200	1300	0.979591837	0.955882353
657	38.8750713	-77.1115209	802	1612	1925	3675	2.400249377	2.279776675
658	39.140893	-77.194537	432	1276	1340	2495	3.101851852	1.955329154
660	38.9829622	-77.0236599	730	1000	1145	1145	1.568493151	1.145
662	39.1693234	-78.1328413	480	879	610	850	1.270833333	0.967007964
663	38.770907	-77.544873	619	1338	1335	2290	2.156704362	1.711509716
665	38.9074326	-77.1306709	500	500	2005	2005	4.01	4.01
669	39.19168	-77.247744	787	1103	1380	1818	1.753494282	1.648232094
670	38.8091977	-77.0548742	728	1284	1301	1749	1.787087912	1.362149533
674	38.8434294	-76.9871177	750	1400	799	1532	1.065333333	1.094285714
677	38.8855613	-76.9816822	625	650	1555	1595	2.488	2.453846154
678	38.7124852	-76.5350319	805	1550	1275	1825	1.583850932	1.177419355
